x y V
3.100000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.300000000000000266e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000355e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.600000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.700000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.800000000000000266e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.900000000000000355e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.100000000000000533e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.200000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.299999999999999822e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.400000000000000355e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.600000000000000533e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.700000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.800000000000000711e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.900000000000000355e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.100000000000000533e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.200000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.300000000000000711e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.400000000000000355e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.600000000000000533e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.700000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.800000000000000711e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.900000000000000355e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.100000000000000533e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.200000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.300000000000000711e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.400000000000000355e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.600000000000000533e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.700000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.800000000000000711e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.900000000000000355e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.100000000000000533e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.200000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.300000000000000711e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.400000000000000355e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.600000000000000533e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.700000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.800000000000000711e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.900000000000000355e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000056e-01 0.000000000000000000e+00
1.000000000000000056e-01 1.000000000000000056e-01 1.426179248401240407e-03
2.000000000000000111e-01 1.000000000000000056e-01 2.859744834130858136e-03
3.000000000000000444e-01 1.000000000000000056e-01 4.307886050024143168e-03
4.000000000000000222e-01 1.000000000000000056e-01 5.777393837746613858e-03
5.000000000000000000e-01 1.000000000000000056e-01 7.274451664109433599e-03
6.000000000000000888e-01 1.000000000000000056e-01 8.804416472034037530e-03
7.000000000000000666e-01 1.000000000000000056e-01 1.037158983215418807e-02
8.000000000000000444e-01 1.000000000000000056e-01 1.197898247819309536e-02
9.000000000000000222e-01 1.000000000000000056e-01 1.362807926256315305e-02
1.000000000000000000e+00 1.000000000000000056e-01 1.531861606568427070e-02
1.100000000000000089e+00 1.000000000000000056e-01 1.704838498105796726e-02
1.200000000000000178e+00 1.000000000000000056e-01 1.881308855813890180e-02
1.300000000000000044e+00 1.000000000000000056e-01 2.060626709611467974e-02
1.400000000000000133e+00 1.000000000000000056e-01 2.241932376841587402e-02
1.500000000000000000e+00 1.000000000000000056e-01 2.424166946052187105e-02
1.600000000000000089e+00 1.000000000000000056e-01 2.606100160619612138e-02
1.700000000000000178e+00 1.000000000000000056e-01 2.786371870085543878e-02
1.800000000000000044e+00 1.000000000000000056e-01 2.963545544333213641e-02
1.900000000000000133e+00 1.000000000000000056e-01 3.136170499151395841e-02
2.000000000000000000e+00 1.000000000000000056e-01 3.302847832405039763e-02
2.100000000000000089e+00 1.000000000000000056e-01 3.462294040115217880e-02
2.200000000000000178e+00 1.000000000000000056e-01 3.613396207796937265e-02
2.300000000000000266e+00 1.000000000000000056e-01 3.755253664055988733e-02
2.400000000000000355e+00 1.000000000000000056e-01 3.887202852387774965e-02
2.500000000000000000e+00 1.000000000000000056e-01 4.008824488272197395e-02
2.600000000000000089e+00 1.000000000000000056e-01 4.119934296388056555e-02
2.700000000000000178e+00 1.000000000000000056e-01 4.220560330210475219e-02
2.800000000000000266e+00 1.000000000000000056e-01 4.310910831866928555e-02
2.900000000000000355e+00 1.000000000000000056e-01 4.391336786166064043e-02
3.000000000000000000e+00 1.000000000000000056e-01 4.462292916319736402e-02
3.100000000000000089e+00 1.000000000000000056e-01 4.524300092619073371e-02
3.200000000000000178e+00 1.000000000000000056e-01 4.577911208172714963e-02
3.300000000000000266e+00 1.000000000000000056e-01 4.623681694874615111e-02
3.400000000000000355e+00 1.000000000000000056e-01 4.662145116843977033e-02
3.500000000000000000e+00 1.000000000000000056e-01 4.693793734186349487e-02
3.600000000000000089e+00 1.000000000000000056e-01 4.719063578182196295e-02
3.700000000000000178e+00 1.000000000000000056e-01 4.738323394413681416e-02
3.800000000000000266e+00 1.000000000000000056e-01 4.751866756335797193e-02
3.900000000000000355e+00 1.000000000000000056e-01 4.759906691355014763e-02
4.000000000000000000e+00 1.000000000000000056e-01 4.762572262922237787e-02
4.100000000000000533e+00 1.000000000000000056e-01 4.759906691355007824e-02
4.200000000000000178e+00 1.000000000000000056e-01 4.751866756335786091e-02
4.299999999999999822e+00 1.000000000000000056e-01 4.738323394413666151e-02
4.400000000000000355e+00 1.000000000000000056e-01 4.719063578182178254e-02
4.500000000000000000e+00 1.000000000000000056e-01 4.693793734186326588e-02
4.600000000000000533e+00 1.000000000000000056e-01 4.662145116843949277e-02
4.700000000000000178e+00 1.000000000000000056e-01 4.623681694874583192e-02
4.800000000000000711e+00 1.000000000000000056e-01 4.577911208172680269e-02
4.900000000000000355e+00 1.000000000000000056e-01 4.524300092619039371e-02
5.000000000000000000e+00 1.000000000000000056e-01 4.462292916319701708e-02
5.100000000000000533e+00 1.000000000000000056e-01 4.391336786166025880e-02
5.200000000000000178e+00 1.000000000000000056e-01 4.310910831866891779e-02
5.300000000000000711e+00 1.000000000000000056e-01 4.220560330210439137e-02
5.400000000000000355e+00 1.000000000000000056e-01 4.119934296388023248e-02
5.500000000000000000e+00 1.000000000000000056e-01 4.008824488272168252e-02
5.600000000000000533e+00 1.000000000000000056e-01 3.887202852387747903e-02
5.700000000000000178e+00 1.000000000000000056e-01 3.755253664055964447e-02
5.800000000000000711e+00 1.000000000000000056e-01 3.613396207796914367e-02
5.900000000000000355e+00 1.000000000000000056e-01 3.462294040115197757e-02
6.000000000000000000e+00 1.000000000000000056e-01 3.302847832405025885e-02
6.100000000000000533e+00 1.000000000000000056e-01 3.136170499151378493e-02
6.200000000000000178e+00 1.000000000000000056e-01 2.963545544333197682e-02
6.300000000000000711e+00 1.000000000000000056e-01 2.786371870085526184e-02
6.400000000000000355e+00 1.000000000000000056e-01 2.606100160619596179e-02
6.500000000000000000e+00 1.000000000000000056e-01 2.424166946052175309e-02
6.600000000000000533e+00 1.000000000000000056e-01 2.241932376841574565e-02
6.700000000000000178e+00 1.000000000000000056e-01 2.060626709611457219e-02
6.800000000000000711e+00 1.000000000000000056e-01 1.881308855813878037e-02
6.900000000000000355e+00 1.000000000000000056e-01 1.704838498105786665e-02
7.000000000000000000e+00 1.000000000000000056e-01 1.531861606568418743e-02
7.100000000000000533e+00 1.000000000000000056e-01 1.362807926256307672e-02
7.200000000000000178e+00 1.000000000000000056e-01 1.197898247819302250e-02
7.300000000000000711e+00 1.000000000000000056e-01 1.037158983215411001e-02
7.400000000000000355e+00 1.000000000000000056e-01 8.804416472033971611e-03
7.500000000000000000e+00 1.000000000000000056e-01 7.274451664109383292e-03
7.600000000000000533e+00 1.000000000000000056e-01 5.777393837746567021e-03
7.700000000000000178e+00 1.000000000000000056e-01 4.307886050024112810e-03
7.800000000000000711e+00 1.000000000000000056e-01 2.859744834130830381e-03
7.900000000000000355e+00 1.000000000000000056e-01 1.426179248401226313e-03
8.000000000000000000e+00 1.000000000000000056e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000111e-01 0.000000000000000000e+00
1.000000000000000056e-01 2.000000000000000111e-01 2.844972159474103493e-03
2.000000000000000111e-01 2.000000000000000111e-01 5.704914038098050921e-03
3.000000000000000444e-01 2.000000000000000111e-01 8.594405528219099810e-03
4.000000000000000222e-01 2.000000000000000111e-01 1.152723763685287867e-02
5.000000000000000000e-01 2.000000000000000111e-01 1.451599634665707780e-02
6.000000000000000888e-01 2.000000000000000111e-01 1.757162439187252151e-02
7.000000000000000666e-01 2.000000000000000111e-01 2.070296037838962461e-02
8.000000000000000444e-01 2.000000000000000111e-01 2.391626081805504553e-02
9.000000000000000222e-01 2.000000000000000111e-01 2.721471850637526349e-02
1.000000000000000000e+00 2.000000000000000111e-01 3.059800001911598330e-02
1.100000000000000089e+00 2.000000000000000111e-01 3.406183530040871044e-02
1.200000000000000178e+00 2.000000000000000111e-01 3.759770215538294630e-02
1.300000000000000044e+00 2.000000000000000111e-01 4.119265605790396745e-02
1.400000000000000133e+00 2.000000000000000111e-01 4.482935851702694180e-02
1.500000000000000000e+00 2.000000000000000111e-01 4.848635246747553390e-02
1.600000000000000089e+00 2.000000000000000111e-01 5.213861826340715488e-02
1.700000000000000178e+00 2.000000000000000111e-01 5.575841775389349386e-02
1.800000000000000044e+00 2.000000000000000111e-01 5.931639808095917621e-02
1.900000000000000133e+00 2.000000000000000111e-01 6.278288619867328224e-02
2.000000000000000000e+00 2.000000000000000111e-01 6.612926790353546025e-02
2.100000000000000089e+00 2.000000000000000111e-01 6.932932120258886166e-02
2.200000000000000178e+00 2.000000000000000111e-01 7.236037127016539672e-02
2.300000000000000266e+00 2.000000000000000111e-01 7.520415596039241313e-02
2.400000000000000355e+00 2.000000000000000111e-01 7.784733257222913039e-02
2.500000000000000000e+00 2.000000000000000111e-01 8.028160804312958754e-02
2.600000000000000089e+00 2.000000000000000111e-01 8.250352367069552217e-02
2.700000000000000178e+00 2.000000000000000111e-01 8.451396192586915768e-02
2.800000000000000266e+00 2.000000000000000111e-01 8.631746211091173571e-02
2.900000000000000355e+00 2.000000000000000111e-01 8.792143396477590522e-02
3.000000000000000000e+00 2.000000000000000111e-01 8.933534786493807500e-02
3.100000000000000089e+00 2.000000000000000111e-01 9.056996245983844895e-02
3.200000000000000178e+00 2.000000000000000111e-01 9.163663045197170676e-02
3.300000000000000266e+00 2.000000000000000111e-01 9.254670454481767061e-02
3.400000000000000355e+00 2.000000000000000111e-01 9.331105038314942146e-02
3.500000000000000000e+00 2.000000000000000111e-01 9.393966241719221844e-02
3.600000000000000089e+00 2.000000000000000111e-01 9.444137184128754969e-02
3.700000000000000178e+00 2.000000000000000111e-01 9.482363243136730790e-02
3.800000000000000266e+00 2.000000000000000111e-01 9.509236939574490510e-02
3.900000000000000355e+00 2.000000000000000111e-01 9.525187746162022684e-02
4.000000000000000000e+00 2.000000000000000111e-01 9.530475668978942438e-02
4.100000000000000533e+00 2.000000000000000111e-01 9.525187746162007418e-02
4.200000000000000178e+00 2.000000000000000111e-01 9.509236939574466918e-02
4.299999999999999822e+00 2.000000000000000111e-01 9.482363243136701647e-02
4.400000000000000355e+00 2.000000000000000111e-01 9.444137184128717499e-02
4.500000000000000000e+00 2.000000000000000111e-01 9.393966241719173271e-02
4.600000000000000533e+00 2.000000000000000111e-01 9.331105038314882472e-02
4.700000000000000178e+00 2.000000000000000111e-01 9.254670454481701836e-02
4.800000000000000711e+00 2.000000000000000111e-01 9.163663045197102675e-02
4.900000000000000355e+00 2.000000000000000111e-01 9.056996245983775506e-02
5.000000000000000000e+00 2.000000000000000111e-01 8.933534786493736723e-02
5.100000000000000533e+00 2.000000000000000111e-01 8.792143396477514194e-02
5.200000000000000178e+00 2.000000000000000111e-01 8.631746211091100018e-02
5.300000000000000711e+00 2.000000000000000111e-01 8.451396192586843603e-02
5.400000000000000355e+00 2.000000000000000111e-01 8.250352367069485604e-02
5.500000000000000000e+00 2.000000000000000111e-01 8.028160804312900467e-02
5.600000000000000533e+00 2.000000000000000111e-01 7.784733257222858915e-02
5.700000000000000178e+00 2.000000000000000111e-01 7.520415596039192740e-02
5.800000000000000711e+00 2.000000000000000111e-01 7.236037127016495263e-02
5.900000000000000355e+00 2.000000000000000111e-01 6.932932120258850084e-02
6.000000000000000000e+00 2.000000000000000111e-01 6.612926790353512718e-02
6.100000000000000533e+00 2.000000000000000111e-01 6.278288619867293530e-02
6.200000000000000178e+00 2.000000000000000111e-01 5.931639808095883620e-02
6.300000000000000711e+00 2.000000000000000111e-01 5.575841775389313304e-02
6.400000000000000355e+00 2.000000000000000111e-01 5.213861826340682182e-02
6.500000000000000000e+00 2.000000000000000111e-01 4.848635246747526328e-02
6.600000000000000533e+00 2.000000000000000111e-01 4.482935851702667118e-02
6.700000000000000178e+00 2.000000000000000111e-01 4.119265605790373153e-02
6.800000000000000711e+00 2.000000000000000111e-01 3.759770215538270344e-02
6.900000000000000355e+00 2.000000000000000111e-01 3.406183530040849533e-02
7.000000000000000000e+00 2.000000000000000111e-01 3.059800001911580636e-02
7.100000000000000533e+00 2.000000000000000111e-01 2.721471850637508655e-02
7.200000000000000178e+00 2.000000000000000111e-01 2.391626081805488940e-02
7.300000000000000711e+00 2.000000000000000111e-01 2.070296037838946501e-02
7.400000000000000355e+00 2.000000000000000111e-01 1.757162439187238620e-02
7.500000000000000000e+00 2.000000000000000111e-01 1.451599634665697545e-02
7.600000000000000533e+00 2.000000000000000111e-01 1.152723763685278499e-02
7.700000000000000178e+00 2.000000000000000111e-01 8.594405528219037360e-03
7.800000000000000711e+00 2.000000000000000111e-01 5.704914038097991941e-03
7.900000000000000355e+00 2.000000000000000111e-01 2.844972159474074003e-03
8.000000000000000000e+00 2.000000000000000111e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.000000000000000444e-01 0.000000000000000000e+00
1.000000000000000056e-01 3.000000000000000444e-01 4.248795351397122860e-03
2.000000000000000111e-01 3.000000000000000444e-01 8.520533630568137909e-03
3.000000000000000444e-01 3.000000000000000444e-01 1.283758438790133169e-02
4.000000000000000222e-01 3.000000000000000444e-01 1.722115483478872666e-02
5.000000000000000000e-01 3.000000000000000444e-01 2.169067169379348958e-02
6.000000000000000888e-01 3.000000000000000444e-01 2.626312437040933395e-02
7.000000000000000666e-01 3.000000000000000444e-01 3.095236647147674158e-02
8.000000000000000444e-01 3.000000000000000444e-01 3.576838190926219518e-02
9.000000000000000222e-01 3.000000000000000444e-01 4.071653392576687902e-02
1.000000000000000000e+00 3.000000000000000444e-01 4.579683020399570592e-02
1.100000000000000089e+00 3.000000000000000444e-01 5.100325404607791019e-02
1.200000000000000178e+00 3.000000000000000444e-01 5.632322870508020551e-02
1.300000000000000044e+00 3.000000000000000444e-01 6.173729646309131236e-02
1.400000000000000133e+00 3.000000000000000444e-01 6.721910177431239530e-02
1.500000000000000000e+00 3.000000000000000444e-01 7.273576362894619562e-02
1.600000000000000089e+00 3.000000000000000444e-01 7.824870122606342182e-02
1.700000000000000178e+00 3.000000000000000444e-01 8.371493597035221945e-02
1.800000000000000044e+00 3.000000000000000444e-01 8.908883292793777497e-02
1.900000000000000133e+00 3.000000000000000444e-01 9.432417381868454798e-02
2.000000000000000000e+00 3.000000000000000444e-01 9.937638588882927171e-02
2.100000000000000089e+00 3.000000000000000444e-01 1.042047052355025288e-01
2.200000000000000178e+00 3.000000000000000444e-01 1.087740458397109811e-01
2.300000000000000266e+00 3.000000000000000444e-01 1.130563833586152311e-01
2.400000000000000355e+00 3.000000000000000444e-01 1.170315377615167435e-01
2.500000000000000000e+00 3.000000000000000444e-01 1.206873310468717098e-01
2.600000000000000089e+00 3.000000000000000444e-01 1.240191817499027016e-01
2.700000000000000178e+00 3.000000000000000444e-01 1.270292586197646623e-01
2.800000000000000266e+00 3.000000000000000444e-01 1.297253442343326013e-01
2.900000000000000355e+00 3.000000000000000444e-01 1.321195580215931420e-01
3.000000000000000000e+00 3.000000000000000444e-01 1.342270658719404985e-01
3.100000000000000089e+00 3.000000000000000444e-01 1.360648705962532179e-01
3.200000000000000178e+00 3.000000000000000444e-01 1.376507427215036272e-01
3.300000000000000266e+00 3.000000000000000444e-01 1.390023203954033892e-01
3.400000000000000355e+00 3.000000000000000444e-01 1.401363834021479571e-01
3.500000000000000000e+00 3.000000000000000444e-01 1.410682901024684355e-01
3.600000000000000089e+00 3.000000000000000444e-01 1.418115567347686956e-01
3.700000000000000178e+00 3.000000000000000444e-01 1.423775545442999835e-01
3.800000000000000266e+00 3.000000000000000444e-01 1.427753001266341415e-01
3.900000000000000355e+00 3.000000000000000444e-01 1.430113168473963747e-01
4.000000000000000000e+00 3.000000000000000444e-01 1.430895492066950880e-01
4.100000000000000533e+00 3.000000000000000444e-01 1.430113168473961527e-01
4.200000000000000178e+00 3.000000000000000444e-01 1.427753001266337807e-01
4.299999999999999822e+00 3.000000000000000444e-01 1.423775545442995116e-01
4.400000000000000355e+00 3.000000000000000444e-01 1.418115567347681405e-01
4.500000000000000000e+00 3.000000000000000444e-01 1.410682901024676861e-01
4.600000000000000533e+00 3.000000000000000444e-01 1.401363834021470689e-01
4.700000000000000178e+00 3.000000000000000444e-01 1.390023203954023900e-01
4.800000000000000711e+00 3.000000000000000444e-01 1.376507427215025725e-01
4.900000000000000355e+00 3.000000000000000444e-01 1.360648705962522187e-01
5.000000000000000000e+00 3.000000000000000444e-01 1.342270658719394716e-01
5.100000000000000533e+00 3.000000000000000444e-01 1.321195580215920318e-01
5.200000000000000178e+00 3.000000000000000444e-01 1.297253442343314911e-01
5.300000000000000711e+00 3.000000000000000444e-01 1.270292586197635798e-01
5.400000000000000355e+00 3.000000000000000444e-01 1.240191817499017302e-01
5.500000000000000000e+00 3.000000000000000444e-01 1.206873310468708771e-01
5.600000000000000533e+00 3.000000000000000444e-01 1.170315377615159386e-01
5.700000000000000178e+00 3.000000000000000444e-01 1.130563833586145095e-01
5.800000000000000711e+00 3.000000000000000444e-01 1.087740458397102872e-01
5.900000000000000355e+00 3.000000000000000444e-01 1.042047052355019598e-01
6.000000000000000000e+00 3.000000000000000444e-01 9.937638588882873047e-02
6.100000000000000533e+00 3.000000000000000444e-01 9.432417381868400674e-02
6.200000000000000178e+00 3.000000000000000444e-01 8.908883292793727537e-02
6.300000000000000711e+00 3.000000000000000444e-01 8.371493597035169210e-02
6.400000000000000355e+00 3.000000000000000444e-01 7.824870122606292222e-02
6.500000000000000000e+00 3.000000000000000444e-01 7.273576362894576541e-02
6.600000000000000533e+00 3.000000000000000444e-01 6.721910177431197897e-02
6.700000000000000178e+00 3.000000000000000444e-01 6.173729646309096541e-02
6.800000000000000711e+00 3.000000000000000444e-01 5.632322870507985163e-02
6.900000000000000355e+00 3.000000000000000444e-01 5.100325404607759794e-02
7.000000000000000000e+00 3.000000000000000444e-01 4.579683020399541449e-02
7.100000000000000533e+00 3.000000000000000444e-01 4.071653392576659453e-02
7.200000000000000178e+00 3.000000000000000444e-01 3.576838190926194538e-02
7.300000000000000711e+00 3.000000000000000444e-01 3.095236647147650566e-02
7.400000000000000355e+00 3.000000000000000444e-01 2.626312437040913272e-02
7.500000000000000000e+00 3.000000000000000444e-01 2.169067169379332652e-02
7.600000000000000533e+00 3.000000000000000444e-01 1.722115483478858095e-02
7.700000000000000178e+00 3.000000000000000444e-01 1.283758438790123801e-02
7.800000000000000711e+00 3.000000000000000444e-01 8.520533630568051173e-03
7.900000000000000355e+00 3.000000000000000444e-01 4.248795351397079492e-03
8.000000000000000000e+00 3.000000000000000444e-01 0.000000000000000000e+00
0.000000000000000000e+00 4.000000000000000222e-01 0.000000000000000000e+00
1.000000000000000056e-01 4.000000000000000222e-01 5.629675615546247437e-03
2.000000000000000111e-01 4.000000000000000222e-01 1.129084074487604616e-02
3.000000000000000444e-01 4.000000000000000222e-01 1.701424355802936411e-02
4.000000000000000222e-01 4.000000000000000222e-01 2.282912562060719630e-02
5.000000000000000000e-01 4.000000000000000222e-01 2.876241122331880257e-02
6.000000000000000888e-01 4.000000000000000222e-01 3.483783492449459007e-02
7.000000000000000666e-01 4.000000000000000222e-01 4.107499922784583340e-02
8.000000000000000444e-01 4.000000000000000222e-01 4.748836642175007644e-02
9.000000000000000222e-01 4.000000000000000222e-01 5.408620508343436190e-02
1.000000000000000000e+00 4.000000000000000222e-01 6.086953282502204077e-02
1.100000000000000089e+00 4.000000000000000222e-01 6.783112197482703276e-02
1.200000000000000178e+00 4.000000000000000222e-01 7.495466215576865321e-02
1.300000000000000044e+00 4.000000000000000222e-01 8.221419931506869505e-02
1.400000000000000133e+00 4.000000000000000222e-01 8.957398848818513837e-02
1.500000000000000000e+00 4.000000000000000222e-01 9.698889904793339678e-02
1.600000000000000089e+00 4.000000000000000222e-01 1.044054870415480341e-01
1.700000000000000178e+00 4.000000000000000222e-01 1.117637919735142010e-01
1.800000000000000044e+00 4.000000000000000222e-01 1.189998238417551424e-01
1.900000000000000133e+00 4.000000000000000222e-01 1.260485902592978769e-01
2.000000000000000000e+00 4.000000000000000222e-01 1.328473965975944804e-01
2.100000000000000089e+00 4.000000000000000222e-01 1.393390680108810009e-01
2.200000000000000178e+00 4.000000000000000222e-01 1.454747234945606982e-01
2.300000000000000266e+00 4.000000000000000222e-01 1.512157938728407314e-01
2.400000000000000355e+00 4.000000000000000222e-01 1.565351040683508610e-01
2.500000000000000000e+00 4.000000000000000222e-01 1.614169966329378203e-01
2.600000000000000089e+00 4.000000000000000222e-01 1.658566136622789122e-01
2.700000000000000178e+00 4.000000000000000222e-01 1.698585465689541052e-01
2.800000000000000266e+00 4.000000000000000222e-01 1.734350981850607543e-01
2.900000000000000355e+00 4.000000000000000222e-01 1.766043880153235213e-01
3.000000000000000000e+00 4.000000000000000222e-01 1.793884870049775870e-01
3.100000000000000089e+00 4.000000000000000222e-01 1.818117113317302691e-01
3.200000000000000178e+00 4.000000000000000222e-01 1.838991494423861117e-01
3.300000000000000266e+00 4.000000000000000222e-01 1.856754509131443021e-01
3.400000000000000355e+00 4.000000000000000222e-01 1.871638727275705127e-01
3.500000000000000000e+00 4.000000000000000222e-01 1.883855578557648291e-01
3.600000000000000089e+00 4.000000000000000222e-01 1.893590104510188277e-01
3.700000000000000178e+00 4.000000000000000222e-01 1.900997288844296917e-01
3.800000000000000266e+00 4.000000000000000222e-01 1.906199597190952055e-01
3.900000000000000355e+00 4.000000000000000222e-01 1.909285405946360703e-01
4.000000000000000000e+00 4.000000000000000222e-01 1.910308064421984142e-01
4.100000000000000533e+00 4.000000000000000222e-01 1.909285405946358760e-01
4.200000000000000178e+00 4.000000000000000222e-01 1.906199597190947614e-01
4.299999999999999822e+00 4.000000000000000222e-01 1.900997288844290256e-01
4.400000000000000355e+00 4.000000000000000222e-01 1.893590104510180783e-01
4.500000000000000000e+00 4.000000000000000222e-01 1.883855578557638855e-01
4.600000000000000533e+00 4.000000000000000222e-01 1.871638727275693470e-01
4.700000000000000178e+00 4.000000000000000222e-01 1.856754509131429420e-01
4.800000000000000711e+00 4.000000000000000222e-01 1.838991494423846684e-01
4.900000000000000355e+00 4.000000000000000222e-01 1.818117113317288536e-01
5.000000000000000000e+00 4.000000000000000222e-01 1.793884870049761715e-01
5.100000000000000533e+00 4.000000000000000222e-01 1.766043880153220502e-01
5.200000000000000178e+00 4.000000000000000222e-01 1.734350981850593110e-01
5.300000000000000711e+00 4.000000000000000222e-01 1.698585465689527452e-01
5.400000000000000355e+00 4.000000000000000222e-01 1.658566136622776632e-01
5.500000000000000000e+00 4.000000000000000222e-01 1.614169966329366823e-01
5.600000000000000533e+00 4.000000000000000222e-01 1.565351040683498063e-01
5.700000000000000178e+00 4.000000000000000222e-01 1.512157938728398154e-01
5.800000000000000711e+00 4.000000000000000222e-01 1.454747234945598655e-01
5.900000000000000355e+00 4.000000000000000222e-01 1.393390680108801682e-01
6.000000000000000000e+00 4.000000000000000222e-01 1.328473965975937865e-01
6.100000000000000533e+00 4.000000000000000222e-01 1.260485902592971830e-01
6.200000000000000178e+00 4.000000000000000222e-01 1.189998238417544901e-01
6.300000000000000711e+00 4.000000000000000222e-01 1.117637919735135349e-01
